filename,file_size,file_attributes,region_count,region_id,region_shape_attributes,region_attributes
manual_workspace_032332_as.png,2019689,"{}",1,0,"{""name"":""rect"",""x"":908,""y"":253,""width"":19,""height"":43}","{""type"":""go""}"
manual_workspace_032333_as.png,1977901,"{}",1,0,"{""name"":""rect"",""x"":921,""y"":255,""width"":19,""height"":47}","{""type"":""go""}"
manual_workspace_032335_as.png,1929501,"{}",1,0,"{""name"":""rect"",""x"":1016,""y"":189,""width"":31,""height"":83}","{""type"":""go""}"
manual_workspace_032343_as.png,2037295,"{}",1,0,"{""name"":""rect"",""x"":879,""y"":292,""width"":10,""height"":24}","{""type"":""go""}"
manual_workspace_032345_as.png,1920363,"{}",1,0,"{""name"":""rect"",""x"":910,""y"":273,""width"":15,""height"":33}","{""type"":""go""}"
manual_workspace_032346_as.png,1911622,"{}",1,0,"{""name"":""rect"",""x"":942,""y"":259,""width"":20,""height"":42}","{""type"":""go""}"
manual_workspace_032348_as.png,1946907,"{}",1,0,"{""name"":""rect"",""x"":1035,""y"":212,""width"":27,""height"":67}","{""type"":""go""}"
manual_workspace_032352_as.png,1641676,"{}",1,0,"{""name"":""rect"",""x"":849,""y"":315,""width"":12,""height"":19}","{""type"":""stop""}"
manual_workspace_032354_as.png,1710621,"{}",1,0,"{""name"":""rect"",""x"":842,""y"":285,""width"":13,""height"":25}","{""type"":""stop""}"
manual_workspace_032355_as.png,1683633,"{}",1,0,"{""name"":""rect"",""x"":850,""y"":298,""width"":13,""height"":27}","{""type"":""stop""}"
manual_workspace_032357_as.png,1668357,"{}",1,0,"{""name"":""rect"",""x"":881,""y"":269,""width"":15,""height"":39}","{""type"":""stop""}"
manual_workspace_032358_as.png,1764399,"{}",1,0,"{""name"":""rect"",""x"":1008,""y"":173,""width"":37,""height"":92}","{""type"":""stop""}"
manual_workspace_032411_as.png,1707208,"{}",1,0,"{""name"":""rect"",""x"":854,""y"":291,""width"":11,""height"":23}","{""type"":""go""}"
manual_workspace_032412_as.png,1653025,"{}",1,0,"{""name"":""rect"",""x"":953,""y"":236,""width"":20,""height"":50}","{""type"":""go""}"
manual_workspace_145104_as.png,1778294,"{}",1,0,"{""name"":""rect"",""x"":831,""y"":299,""width"":11,""height"":16}","{""type"":""stop""}"
manual_workspace_145106_as.png,1961160,"{}",1,0,"{""name"":""rect"",""x"":838,""y"":296,""width"":8,""height"":21}","{""type"":""stop""}"
manual_workspace_145108_as.png,1940233,"{}",1,0,"{""name"":""rect"",""x"":841,""y"":296,""width"":11,""height"":22}","{""type"":""stop""}"
manual_workspace_145109_as.png,1987383,"{}",1,0,"{""name"":""rect"",""x"":845,""y"":298,""width"":12,""height"":24}","{""type"":""stop""}"
manual_workspace_145111_as.png,1949121,"{}",1,0,"{""name"":""rect"",""x"":856,""y"":283,""width"":16,""height"":31}","{""type"":""stop""}"
manual_workspace_145112_as.png,1845810,"{}",1,0,"{""name"":""rect"",""x"":870,""y"":288,""width"":17,""height"":32}","{""type"":""stop""}"
manual_workspace_145113_as.png,1725345,"{}",1,0,"{""name"":""rect"",""x"":919,""y"":241,""width"":25,""height"":49}","{""type"":""stop""}"
manual_workspace_145115_as.png,1648607,"{}",1,0,"{""name"":""rect"",""x"":983,""y"":195,""width"":29,""height"":72}","{""type"":""go""}"
manual_workspace_145116_as.png,1695335,"{}",1,0,"{""name"":""rect"",""x"":1071,""y"":151,""width"":45,""height"":109}","{""type"":""go""}"
manual_workspace_145119_as.png,1826517,"{}",1,0,"{""name"":""rect"",""x"":1459,""y"":3,""width"":138,""height"":100}","{""type"":""go""}"
manual_workspace_145120_as.png,1653782,"{}",1,0,"{""name"":""rect"",""x"":989,""y"":183,""width"":29,""height"":77}","{""type"":""go""}"
manual_workspace_145122_as.png,1862524,"{}",1,0,"{""name"":""rect"",""x"":876,""y"":285,""width"":18,""height"":38}","{""type"":""go""}"
manual_workspace_145123_as.png,2063987,"{}",1,0,"{""name"":""rect"",""x"":855,""y"":284,""width"":19,""height"":35}","{""type"":""go""}"
manual_workspace_145129_as.png,1980632,"{}",1,0,"{""name"":""rect"",""x"":841,""y"":300,""width"":14,""height"":31}","{""type"":""stop""}"
manual_workspace_145130_as.png,1974063,"{}",1,0,"{""name"":""rect"",""x"":845,""y"":297,""width"":18,""height"":28}","{""type"":""stop""}"
manual_workspace_145132_as.png,1838743,"{}",1,0,"{""name"":""rect"",""x"":865,""y"":277,""width"":19,""height"":34}","{""type"":""stop""}"
manual_workspace_145133_as.png,1708084,"{}",1,0,"{""name"":""rect"",""x"":897,""y"":252,""width"":20,""height"":48}","{""type"":""stop""}"
manual_workspace_145134_as.png,1725316,"{}",1,0,"{""name"":""rect"",""x"":934,""y"":236,""width"":26,""height"":59}","{""type"":""stop""}"
manual_workspace_145136_as.png,1642992,"{}",1,0,"{""name"":""rect"",""x"":1028,""y"":154,""width"":40,""height"":95}","{""type"":""stop""}"
manual_workspace_145137_as.png,1693306,"{}",1,0,"{""name"":""rect"",""x"":1114,""y"":87,""width"":63,""height"":143}","{""type"":""stop""}"
manual_workspace_145139_as.png,1696343,"{}",1,0,"{""name"":""rect"",""x"":1138,""y"":70,""width"":65,""height"":152}","{""type"":""stop""}"
manual_workspace_145140_as.png,1714217,"{}",1,0,"{""name"":""rect"",""x"":1137,""y"":73,""width"":69,""height"":149}","{""type"":""stop""}"
manual_workspace_145141_as.png,1696970,"{}",1,0,"{""name"":""rect"",""x"":1142,""y"":73,""width"":65,""height"":152}","{""type"":""stop""}"
manual_workspace_145143_as.png,1685772,"{}",1,0,"{""name"":""rect"",""x"":1182,""y"":30,""width"":79,""height"":178}","{""type"":""stop""}"
manual_workspace_145144_as.png,1688442,"{}",1,0,"{""name"":""rect"",""x"":1203,""y"":11,""width"":88,""height"":188}","{""type"":""stop""}"
manual_workspace_145146_as.png,1710304,"{}",1,0,"{""name"":""rect"",""x"":1206,""y"":10,""width"":92,""height"":189}","{""type"":""stop""}"
manual_workspace_145147_as.png,1715456,"{}",1,0,"{""name"":""rect"",""x"":1203,""y"":18,""width"":93,""height"":184}","{""type"":""stop""}"
manual_workspace_145151_as.png,1660040,"{}",1,0,"{""name"":""rect"",""x"":1232,""y"":1,""width"":95,""height"":168}","{""type"":""stop""}"
manual_workspace_145152_as.png,1686182,"{}",1,0,"{""name"":""rect"",""x"":1025,""y"":167,""width"":35,""height"":90}","{""type"":""stop""}"
manual_workspace_145154_as.png,1718633,"{}",1,0,"{""name"":""rect"",""x"":1024,""y"":168,""width"":38,""height"":89}","{""type"":""stop""}"
manual_workspace_145155_as.png,1730050,"{}",1,0,"{""name"":""rect"",""x"":1023,""y"":164,""width"":40,""height"":92}","{""type"":""stop""}"
manual_workspace_145156_as.png,1736578,"{}",1,0,"{""name"":""rect"",""x"":1025,""y"":166,""width"":36,""height"":94}","{""type"":""stop""}"
manual_workspace_145158_as.png,1741761,"{}",1,0,"{""name"":""rect"",""x"":1025,""y"":167,""width"":38,""height"":88}","{""type"":""stop""}"
manual_workspace_145159_as.png,1744592,"{}",1,0,"{""name"":""rect"",""x"":1025,""y"":164,""width"":36,""height"":95}","{""type"":""stop""}"
manual_workspace_145200_as.png,1700533,"{}",1,0,"{""name"":""rect"",""x"":1029,""y"":166,""width"":36,""height"":94}","{""type"":""go""}"
manual_workspace_145202_as.png,1707378,"{}",1,0,"{""name"":""rect"",""x"":1092,""y"":118,""width"":56,""height"":123}","{""type"":""go""}"
manual_workspace_145203_as.png,1709473,"{}",1,0,"{""name"":""rect"",""x"":1266,""y"":3,""width"":115,""height"":171}","{""type"":""go""}"
manual_workspace_145223_as.png,1909568,"{}",1,0,"{""name"":""rect"",""x"":861,""y"":300,""width"":16,""height"":31}","{""type"":""go""}"
manual_workspace_145224_as.png,1863559,"{}",1,0,"{""name"":""rect"",""x"":870,""y"":289,""width"":16,""height"":31}","{""type"":""go""}"
manual_workspace_145228_as.png,1868955,"{}",1,0,"{""name"":""rect"",""x"":866,""y"":282,""width"":18,""height"":31}","{""type"":""stop""}"
manual_workspace_145230_as.png,2022880,"{}",1,0,"{""name"":""rect"",""x"":847,""y"":306,""width"":14,""height"":25}","{""type"":""stop""}"
manual_workspace_145231_as.png,1953624,"{}",1,0,"{""name"":""rect"",""x"":842,""y"":301,""width"":15,""height"":26}","{""type"":""stop""}"
manual_workspace_145233_as.png,1937985,"{}",1,0,"{""name"":""rect"",""x"":845,""y"":299,""width"":19,""height"":29}","{""type"":""stop""}"
manual_workspace_145234_as.png,1852293,"{}",1,0,"{""name"":""rect"",""x"":851,""y"":290,""width"":19,""height"":28}","{""type"":""stop""}"
manual_workspace_145235_as.png,1811117,"{}",1,0,"{""name"":""rect"",""x"":863,""y"":284,""width"":15,""height"":38}","{""type"":""stop""}"
manual_workspace_145237_as.png,1811715,"{}",1,0,"{""name"":""rect"",""x"":880,""y"":279,""width"":19,""height"":40}","{""type"":""stop""}"
manual_workspace_145239_as.png,1856890,"{}",1,0,"{""name"":""rect"",""x"":909,""y"":257,""width"":25,""height"":48}","{""type"":""stop""}"
manual_workspace_145240_as.png,1907020,"{}",1,0,"{""name"":""rect"",""x"":949,""y"":238,""width"":31,""height"":59}","{""type"":""stop""}"
manual_workspace_145241_as.png,2005848,"{}",1,0,"{""name"":""rect"",""x"":1094,""y"":153,""width"":50,""height"":99}","{""type"":""stop""}"
manual_workspace_145246_as.png,2012870,"{}",1,0,"{""name"":""rect"",""x"":1206,""y"":74,""width"":75,""height"":146}","{""type"":""stop""}"
manual_workspace_145247_as.png,2034678,"{}",1,0,"{""name"":""rect"",""x"":1195,""y"":83,""width"":63,""height"":142}","{""type"":""stop""}"
manual_workspace_145249_as.png,2085737,"{}",1,0,"{""name"":""rect"",""x"":1188,""y"":85,""width"":68,""height"":138}","{""type"":""stop""}"
manual_workspace_145251_as.png,2087885,"{}",1,0,"{""name"":""rect"",""x"":1187,""y"":80,""width"":72,""height"":144}","{""type"":""stop""}"
manual_workspace_145252_as.png,2059958,"{}",1,0,"{""name"":""rect"",""x"":1183,""y"":78,""width"":74,""height"":146}","{""type"":""stop""}"
manual_workspace_145253_as.png,2059584,"{}",1,0,"{""name"":""rect"",""x"":1178,""y"":88,""width"":83,""height"":136}","{""type"":""stop""}"
manual_workspace_145255_as.png,2074375,"{}",1,0,"{""name"":""rect"",""x"":1181,""y"":85,""width"":77,""height"":142}","{""type"":""stop""}"
manual_workspace_145256_as.png,2031828,"{}",1,0,"{""name"":""rect"",""x"":1176,""y"":83,""width"":80,""height"":144}","{""type"":""stop""}"
manual_workspace_145257_as.png,2043799,"{}",1,0,"{""name"":""rect"",""x"":1175,""y"":85,""width"":73,""height"":144}","{""type"":""stop""}"
manual_workspace_145259_as.png,2000280,"{}",1,0,"{""name"":""rect"",""x"":1185,""y"":92,""width"":74,""height"":129}","{""type"":""stop""}"
manual_workspace_145300_as.png,1974289,"{}",1,0,"{""name"":""rect"",""x"":1339,""y"":3,""width"":102,""height"":174}","{""type"":""go""}"
manual_workspace_145301_as.png,1981991,"{}",1,0,"{""name"":""rect"",""x"":1365,""y"":3,""width"":117,""height"":159}","{""type"":""go""}"
manual_workspace_145302_as.png,1974908,"{}",1,0,"{""name"":""rect"",""x"":1379,""y"":3,""width"":124,""height"":167}","{""type"":""go""}"
manual_workspace_145303_as.png,1994188,"{}",1,0,"{""name"":""rect"",""x"":1374,""y"":4,""width"":125,""height"":158}","{""type"":""go""}"
manual_workspace_145304_as.png,2023938,"{}",1,0,"{""name"":""rect"",""x"":1215,""y"":74,""width"":70,""height"":139}","{""type"":""go""}"
manual_workspace_145306_as.png,2075012,"{}",1,0,"{""name"":""rect"",""x"":1142,""y"":120,""width"":61,""height"":115}","{""type"":""go""}"
manual_workspace_145335_as.png,1722812,"{}",1,0,"{""name"":""rect"",""x"":842,""y"":291,""width"":13,""height"":28}","{""type"":""stop""}"
manual_workspace_145337_as.png,1786478,"{}",1,0,"{""name"":""rect"",""x"":846,""y"":289,""width"":15,""height"":35}","{""type"":""stop""}"
manual_workspace_145338_as.png,1792172,"{}",1,0,"{""name"":""rect"",""x"":848,""y"":294,""width"":20,""height"":31}","{""type"":""stop""}"
manual_workspace_145339_as.png,1734179,"{}",1,0,"{""name"":""rect"",""x"":856,""y"":281,""width"":21,""height"":33}","{""type"":""stop""}"
manual_workspace_145341_as.png,1685267,"{}",1,0,"{""name"":""rect"",""x"":861,""y"":289,""width"":18,""height"":33}","{""type"":""stop""}"
manual_workspace_145342_as.png,1697133,"{}",1,0,"{""name"":""rect"",""x"":866,""y"":280,""width"":24,""height"":39}","{""type"":""stop""}"
manual_workspace_145343_as.png,1742820,"{}",1,0,"{""name"":""rect"",""x"":885,""y"":266,""width"":16,""height"":36}","{""type"":""stop""}"
manual_workspace_145344_as.png,1750561,"{}",1,0,"{""name"":""rect"",""x"":891,""y"":265,""width"":20,""height"":43}","{""type"":""stop""}"
manual_workspace_145345_as.png,1756261,"{}",1,0,"{""name"":""rect"",""x"":904,""y"":247,""width"":24,""height"":53}","{""type"":""stop""}"
manual_workspace_145346_as.png,1725232,"{}",1,0,"{""name"":""rect"",""x"":919,""y"":240,""width"":25,""height"":50}","{""type"":""stop""}"
manual_workspace_145347_as.png,1735126,"{}",1,0,"{""name"":""rect"",""x"":944,""y"":222,""width"":23,""height"":61}","{""type"":""stop""}"
manual_workspace_145348_as.png,1759514,"{}",1,0,"{""name"":""rect"",""x"":970,""y"":200,""width"":31,""height"":73}","{""type"":""stop""}"
manual_workspace_145349_as.png,1773800,"{}",1,0,"{""name"":""rect"",""x"":993,""y"":184,""width"":34,""height"":85}","{""type"":""stop""}"
manual_workspace_145351_as.png,1784398,"{}",1,0,"{""name"":""rect"",""x"":1029,""y"":163,""width"":35,""height"":95}","{""type"":""stop""}"
manual_workspace_145352_as.png,1800527,"{}",1,0,"{""name"":""rect"",""x"":1050,""y"":147,""width"":48,""height"":109}","{""type"":""stop""}"
manual_workspace_145353_as.png,1804200,"{}",1,0,"{""name"":""rect"",""x"":1096,""y"":104,""width"":51,""height"":131}","{""type"":""stop""}"
manual_workspace_145354_as.png,1811179,"{}",1,0,"{""name"":""rect"",""x"":1108,""y"":97,""width"":56,""height"":131}","{""type"":""stop""}"
manual_workspace_145355_as.png,1821024,"{}",1,0,"{""name"":""rect"",""x"":1116,""y"":88,""width"":67,""height"":151}","{""type"":""stop""}"
manual_workspace_145357_as.png,1841639,"{}",1,0,"{""name"":""rect"",""x"":1176,""y"":20,""width"":80,""height"":188}","{""type"":""stop""}"
manual_workspace_145358_as.png,1856575,"{}",1,0,"{""name"":""rect"",""x"":1190,""y"":30,""width"":82,""height"":178}","{""type"":""stop""}"
manual_workspace_145359_as.png,1900762,"{}",1,0,"{""name"":""rect"",""x"":1196,""y"":29,""width"":82,""height"":172}","{""type"":""stop""}"
manual_workspace_145400_as.png,1913128,"{}",1,0,"{""name"":""rect"",""x"":1193,""y"":25,""width"":80,""height"":176}","{""type"":""stop""}"
manual_workspace_145401_as.png,1927922,"{}",1,0,"{""name"":""rect"",""x"":1197,""y"":25,""width"":75,""height"":177}","{""type"":""go""}"
manual_workspace_145402_as.png,1902225,"{}",1,0,"{""name"":""rect"",""x"":1193,""y"":21,""width"":82,""height"":178}","{""type"":""go""}"
manual_workspace_145403_as.png,1870503,"{}",1,0,"{""name"":""rect"",""x"":1067,""y"":129,""width"":48,""height"":117}","{""type"":""go""}"
manual_workspace_145405_as.png,1843424,"{}",1,0,"{""name"":""rect"",""x"":1003,""y"":186,""width"":34,""height"":80}","{""type"":""go""}"
manual_workspace_145406_as.png,1818786,"{}",1,0,"{""name"":""rect"",""x"":965,""y"":212,""width"":28,""height"":67}","{""type"":""go""}"
manual_workspace_145407_as.png,1803114,"{}",1,0,"{""name"":""rect"",""x"":940,""y"":222,""width"":25,""height"":60}","{""type"":""go""}"
manual_workspace_145408_as.png,1783546,"{}",1,0,"{""name"":""rect"",""x"":921,""y"":231,""width"":21,""height"":56}","{""type"":""go""}"
manual_workspace_145409_as.png,1833411,"{}",1,0,"{""name"":""rect"",""x"":900,""y"":252,""width"":21,""height"":45}","{""type"":""go""}"
manual_workspace_145413_as.png,1709529,"{}",1,0,"{""name"":""rect"",""x"":877,""y"":282,""width"":19,""height"":39}","{""type"":""stop""}"
manual_workspace_145414_as.png,1700272,"{}",1,0,"{""name"":""rect"",""x"":911,""y"":251,""width"":24,""height"":46}","{""type"":""stop""}"
manual_workspace_145415_as.png,1776241,"{}",1,0,"{""name"":""rect"",""x"":1193,""y"":16,""width"":69,""height"":182}","{""type"":""stop""}"
manual_workspace_145431_as.png,1936749,"{}",1,0,"{""name"":""rect"",""x"":835,""y"":280,""width"":16,""height"":25}","{""type"":""stop""}"
manual_workspace_145434_as.png,1942929,"{}",1,0,"{""name"":""rect"",""x"":846,""y"":284,""width"":18,""height"":30}","{""type"":""stop""}"
manual_workspace_145435_as.png,1954449,"{}",1,0,"{""name"":""rect"",""x"":848,""y"":297,""width"":15,""height"":29}","{""type"":""stop""}"
manual_workspace_145436_as.png,1876572,"{}",1,0,"{""name"":""rect"",""x"":856,""y"":287,""width"":16,""height"":31}","{""type"":""stop""}"
manual_workspace_145437_as.png,1769948,"{}",1,0,"{""name"":""rect"",""x"":865,""y"":269,""width"":20,""height"":39}","{""type"":""stop""}"
manual_workspace_145438_as.png,1732596,"{}",1,0,"{""name"":""rect"",""x"":871,""y"":280,""width"":24,""height"":39}","{""type"":""stop""}"
manual_workspace_145439_as.png,1713771,"{}",1,0,"{""name"":""rect"",""x"":890,""y"":255,""width"":24,""height"":46}","{""type"":""stop""}"
manual_workspace_145440_as.png,1757629,"{}",1,0,"{""name"":""rect"",""x"":905,""y"":246,""width"":25,""height"":51}","{""type"":""stop""}"
manual_workspace_145441_as.png,1770482,"{}",1,0,"{""name"":""rect"",""x"":917,""y"":248,""width"":23,""height"":54}","{""type"":""stop""}"
manual_workspace_145443_as.png,1731044,"{}",1,0,"{""name"":""rect"",""x"":935,""y"":236,""width"":35,""height"":68}","{""type"":""stop""}"
manual_workspace_145444_as.png,1741086,"{}",1,0,"{""name"":""rect"",""x"":963,""y"":205,""width"":36,""height"":78}","{""type"":""stop""}"
manual_workspace_145445_as.png,1751353,"{}",1,0,"{""name"":""rect"",""x"":1006,""y"":182,""width"":28,""height"":80}","{""type"":""stop""}"
manual_workspace_145446_as.png,1761761,"{}",1,0,"{""name"":""rect"",""x"":1019,""y"":169,""width"":39,""height"":90}","{""type"":""go""}"
manual_workspace_145447_as.png,1764094,"{}",1,0,"{""name"":""rect"",""x"":1059,""y"":138,""width"":51,""height"":103}","{""type"":""go""}"
manual_workspace_145448_as.png,1835391,"{}",1,0,"{""name"":""rect"",""x"":1054,""y"":134,""width"":46,""height"":102}","{""type"":""go""}"
manual_workspace_145449_as.png,1829671,"{}",1,0,"{""name"":""rect"",""x"":978,""y"":205,""width"":33,""height"":74}","{""type"":""go""}"
manual_workspace_145450_as.png,1812610,"{}",1,0,"{""name"":""rect"",""x"":952,""y"":215,""width"":35,""height"":70}","{""type"":""go""}"
manual_workspace_145451_as.png,1848525,"{}",1,0,"{""name"":""rect"",""x"":927,""y"":240,""width"":29,""height"":54}","{""type"":""go""}"
manual_workspace_145453_as.png,1826528,"{}",1,0,"{""name"":""rect"",""x"":900,""y"":262,""width"":24,""height"":45}","{""type"":""go""}"
manual_workspace_145454_as.png,1825589,"{}",1,0,"{""name"":""rect"",""x"":891,""y"":256,""width"":24,""height"":50}","{""type"":""go""}"
manual_workspace_145455_as.png,1841208,"{}",1,0,"{""name"":""rect"",""x"":877,""y"":266,""width"":23,""height"":49}","{""type"":""go""}"
manual_workspace_145458_as.png,1710502,"{}",1,0,"{""name"":""rect"",""x"":876,""y"":282,""width"":21,""height"":40}","{""type"":""stop""}"
manual_workspace_145459_as.png,1702692,"{}",1,0,"{""name"":""rect"",""x"":910,""y"":248,""width"":31,""height"":55}","{""type"":""stop""}"
manual_workspace_145501_as.png,1712116,"{}",1,0,"{""name"":""rect"",""x"":1191,""y"":21,""width"":83,""height"":178}","{""type"":""stop""}"
manual_workspace_145508_as.png,1761913,"{}",1,0,"{""name"":""rect"",""x"":843,""y"":284,""width"":19,""height"":33}","{""type"":""stop""}"
manual_workspace_145509_as.png,1760208,"{}",1,0,"{""name"":""rect"",""x"":848,""y"":291,""width"":21,""height"":30}","{""type"":""stop""}"
manual_workspace_145511_as.png,1742511,"{}",1,0,"{""name"":""rect"",""x"":856,""y"":277,""width"":25,""height"":40}","{""type"":""stop""}"
manual_workspace_145512_as.png,1746538,"{}",1,0,"{""name"":""rect"",""x"":867,""y"":272,""width"":25,""height"":41}","{""type"":""stop""}"
manual_workspace_145513_as.png,1742373,"{}",1,0,"{""name"":""rect"",""x"":881,""y"":257,""width"":25,""height"":48}","{""type"":""stop""}"
manual_workspace_145515_as.png,1745481,"{}",1,0,"{""name"":""rect"",""x"":892,""y"":250,""width"":30,""height"":50}","{""type"":""stop""}"
manual_workspace_145516_as.png,1791110,"{}",1,0,"{""name"":""rect"",""x"":911,""y"":235,""width"":35,""height"":59}","{""type"":""stop""}"
manual_workspace_145518_as.png,1850352,"{}",1,0,"{""name"":""rect"",""x"":955,""y"":197,""width"":40,""height"":77}","{""type"":""stop""}"
manual_workspace_145519_as.png,1888369,"{}",1,0,"{""name"":""rect"",""x"":994,""y"":177,""width"":38,""height"":93}","{""type"":""stop""}"
manual_workspace_145520_as.png,1888132,"{}",1,0,"{""name"":""rect"",""x"":1047,""y"":110,""width"":58,""height"":122}","{""type"":""stop""}"
manual_workspace_145521_as.png,1925822,"{}",1,0,"{""name"":""rect"",""x"":1073,""y"":94,""width"":61,""height"":127}","{""type"":""stop""}"
manual_workspace_145523_as.png,1955200,"{}",1,0,"{""name"":""rect"",""x"":1070,""y"":92,""width"":69,""height"":123}","{""type"":""stop""}"
manual_workspace_145524_as.png,1955463,"{}",1,0,"{""name"":""rect"",""x"":934,""y"":207,""width"":30,""height"":64}","{""type"":""stop""}"
manual_workspace_145525_as.png,1871035,"{}",1,0,"{""name"":""rect"",""x"":863,""y"":290,""width"":24,""height"":39}","{""type"":""stop""}"
manual_workspace_145527_as.png,1833637,"{}",1,0,"{""name"":""rect"",""x"":862,""y"":275,""width"":20,""height"":29}","{""type"":""stop""}"
manual_workspace_145528_as.png,1843067,"{}",1,0,"{""name"":""rect"",""x"":855,""y"":264,""width"":19,""height"":41}","{""type"":""stop""}"
manual_workspace_145530_as.png,1858918,"{}",1,0,"{""name"":""rect"",""x"":843,""y"":275,""width"":19,""height"":35}","{""type"":""stop""}"
manual_workspace_145531_as.png,1818306,"{}",1,0,"{""name"":""rect"",""x"":841,""y"":305,""width"":15,""height"":28}","{""type"":""go""}"
manual_workspace_145532_as.png,1793271,"{}",1,0,"{""name"":""rect"",""x"":842,""y"":290,""width"":16,""height"":29}","{""type"":""go""}"
manual_workspace_145534_as.png,1734119,"{}",1,0,"{""name"":""rect"",""x"":847,""y"":287,""width"":19,""height"":34}","{""type"":""go""}"
manual_workspace_145536_as.png,1758262,"{}",1,0,"{""name"":""rect"",""x"":857,""y"":271,""width"":19,""height"":40}","{""type"":""go""}"
manual_workspace_145537_as.png,1743809,"{}",1,0,"{""name"":""rect"",""x"":861,""y"":279,""width"":25,""height"":46}","{""type"":""go""}"
manual_workspace_145538_as.png,1719103,"{}",1,0,"{""name"":""rect"",""x"":891,""y"":241,""width"":30,""height"":56}","{""type"":""go""}"
manual_workspace_145540_as.png,1808662,"{}",1,0,"{""name"":""rect"",""x"":915,""y"":237,""width"":31,""height"":64}","{""type"":""go""}"
manual_workspace_145541_as.png,1866654,"{}",1,0,"{""name"":""rect"",""x"":985,""y"":168,""width"":34,""height"":85}","{""type"":""go""}"
manual_workspace_145601_as.png,1950146,"{}",1,0,"{""name"":""rect"",""x"":858,""y"":290,""width"":15,""height"":28}","{""type"":""stop""}"
manual_workspace_145603_as.png,1853426,"{}",1,0,"{""name"":""rect"",""x"":870,""y"":285,""width"":19,""height"":33}","{""type"":""go""}"
manual_workspace_145605_as.png,1854911,"{}",1,0,"{""name"":""rect"",""x"":891,""y"":272,""width"":20,""height"":36}","{""type"":""go""}"
manual_workspace_145606_as.png,1846658,"{}",1,0,"{""name"":""rect"",""x"":901,""y"":275,""width"":20,""height"":39}","{""type"":""go""}"
manual_workspace_145607_as.png,1940264,"{}",1,0,"{""name"":""rect"",""x"":902,""y"":225,""width"":30,""height"":56}","{""type"":""go""}"
manual_workspace_145609_as.png,2010074,"{}",1,0,"{""name"":""rect"",""x"":994,""y"":161,""width"":39,""height"":97}","{""type"":""go""}"
manual_workspace_145610_as.png,2087817,"{}",1,0,"{""name"":""rect"",""x"":1167,""y"":4,""width"":99,""height"":171}","{""type"":""go""}"
manual_workspace_145611_as.png,2112857,"{}",1,0,"{""name"":""rect"",""x"":1279,""y"":4,""width"":133,""height"":124}","{""type"":""go""}"
manual_workspace_145621_as.png,1687272,"{}",1,0,"{""name"":""rect"",""x"":835,""y"":284,""width"":20,""height"":34}","{""type"":""go""}"
manual_workspace_145623_as.png,1727460,"{}",1,0,"{""name"":""rect"",""x"":888,""y"":264,""width"":15,""height"":35}","{""type"":""go""}"
manual_workspace_145624_as.png,1660431,"{}",1,0,"{""name"":""rect"",""x"":924,""y"":260,""width"":21,""height"":46}","{""type"":""go""}"
manual_workspace_145626_as.png,1842572,"{}",1,0,"{""name"":""rect"",""x"":1260,""y"":35,""width"":82,""height"":156}","{""type"":""go""}"
manual_workspace_145647_as.png,2029440,"{}",1,0,"{""name"":""rect"",""x"":1079,""y"":162,""width"":38,""height"":92}","{""type"":""go""}"
manual_workspace_145649_as.png,2051413,"{}",1,0,"{""name"":""rect"",""x"":1167,""y"":104,""width"":63,""height"":127}","{""type"":""go""}"
